Date,Temperature AVG,Relative Humidity AVG,Solare Radiation AVG,Wind Speed Daily AVG,Wind Direction AVG
1/17/2015,23.25083333,81.36458333,0,39.32208333,231.425
1/16/2015,18.13,44.97416667,0,16.17491667,251.2208333
1/15/2015,21.16333333,74.34129167,0,53.72333333,260.0333333
1/14/2015,33.39625,16.28333333,0.199458333,9.4545,209.3303333
1/13/2015,29.1475,32.26541667,0.005916667,2.269916667,276.3744583
01-12-2015,19.60333333,74.555,0.216458333,3.946416667,220.26875
01-11-2015,15.4225,89.9925,0,8.212958333,188.2868333
01-10-2015,22.92375,73.93125,0,20.243625,182.5094583
01-09-2015,31.25166667,46.91125,0.106375,8.326041667,237.0520833
01-08-2015,35.99458333,33.34,0.82625,3.706,148.390875
01-07-2015,38.35833333,33.43958333,0,22.9045,240.04875
01-06-2015,36.91,21.6175,0,18.9625,278.1333333
01-05-2015,28.82333333,80.26083333,0,42.82541667,297.6208333
01-04-2015,20.74666667,93.02291667,0,43.28666667,277.7
01-03-2015,23.31416667,36.05779167,0,20.3775,160.5538333
01-02-2015,22.04666667,70.56208333,0.00475,18.24470833,213.9758333
01-01-2015,29.23,51.76666667,0,6.537208333,240.4545833
12/31/2014,27.31125,33.92291667,23.51429167,9.69775,183.6289167
12/30/2014,14.16566667,25.20083333,87.39358333,0,92.93708333
12/29/2014,-0.165958333,78.225,96.619125,0,60.98625
12/28/2014,5.927916667,92.23333333,96.53025,0,232.4195417
12/27/2014,12.8725,89.47083333,34.45854167,0,219.863
12/26/2014,20.10583333,26.38416667,87.76016667,0,166.9490833
12/25/2014,13.21125,41.50958333,92.08016667,0,167.385125
12/24/2014,11.00533333,86.24791667,59.56129167,0,227.7377917
12/23/2014,23.07166667,98.2875,69.01279167,0,257.5291667
12/22/2014,14.84441667,86.29291667,122.3587917,0,85.824625
12/21/2014,16.09125,96.7375,23.576375,0,196.2639167
12/20/2014,20.02083333,98.18333333,17.566375,0,227.2666667
12/19/2014,12.8275,95.57083333,77.96625,0,224.6
12/18/2014,16.895,97.07916667,38.4355,0,224.6
12/17/2014,16.06,96.9,41.07320833,0,224.6
12/16/2014,15.4425,96.64166667,48.025,0,224.6
12/15/2014,15.18966667,96.36666667,66.79879167,0,224.6
12/14/2014,8.964875,93.46666667,66.62079167,0,224.6458333
12/13/2014,8.911,93.5125,42.76745833,0,244.9541667
12-12-2014,12.23516667,95.10416667,22.50841667,0,257.5833333
12-11-2014,18.42875,97.8625,11.176,0,257.5083333
12-10-2014,23.34791667,99.15833333,6.997375,0,257.4916667
12-09-2014,25.27833333,99.5375,14.544,0,257.5416667
12-08-2014,21.90666667,96.2125,38.59741667,0,255.5208333
12-07-2014,22.93208333,62.27916667,56.02608333,0,239.9666667
12-06-2014,18.28416667,93.33458333,35.44045833,0,237.5708333
